row_number,datetime,lat,lng,stop_duration,subject_age,subject_height,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_stop,driver_suspected_under_influence,area_risk,officer_heart_rate
563118,2012-12-16_04:51:00,-26.163429899999997,27.96354909999998,12.413873482334257,61.0,tall,female,2b7a7efb70,vehicular,investigative stop,False,False,True,warning,False,False,False,False,True,True,True,consent,investigative stop,False,very high,84
2713069,2012-08-15_02:28:00,-26.171409699999998,27.947233200000028,29.81554499236317,32.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,67
3081644,2013-09-08_20:55:00,-26.19611729999999,27.971079800000027,28.62695253330398,22.0,tall,female,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,67
152064,2013-10-30_17:41:00,-26.157004899999997,27.961818199999982,29.09828078797285,23.0,medium,female,2b7a7efb70,vehicular,vehicle equipment violation,True,False,True,arrest,True,True,False,False,True,True,True,consent,vehicle equipment violation,False,very high,108
2547596,2016-07-21_19:52:00,-26.1826843,27.972114900000008,35.62134388312048,54.0,medium,male,b3d18aa8ec,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,76
2647127,2016-07-06_21:49:00,-26.1779572,27.968005100000028,13.371949754320548,42.0,medium,male,b3d18aa8ec,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,71
1762749,2011-03-09_05:05:00,-26.1956774,27.949269200000003,23.001162958185223,33.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,60
3052278,2011-09-04_00:09:00,-26.188057799999996,27.988251600000027,30.98057299947992,21.0,tall,male,82f2e31c2b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,very high,68
1566149,2012-03-14_02:16:00,-26.158159399999995,27.965265000000002,37.26699725303303,22.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,63
2134311,2014-05-25_00:36:00,-26.176173499999997,27.973908900000026,24.54288951213356,19.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,64
18200,2014-10-01_03:29:00,-26.165032699999998,27.953908200000043,28.11621911607778,23.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,61
2647126,2016-07-06_21:49:00,-26.1779572,27.968005100000028,38.31681373159389,32.0,medium,male,b3d18aa8ec,vehicular,seatbelt violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,seatbelt violation,False,very high,88
2160267,2012-05-29_20:29:00,-26.208941299999992,27.965272500000026,16.387036928587595,65.0,tall,male,82f2e31c2b,vehicular,seatbelt violation,False,True,False,citation,False,False,False,False,True,False,True,plain view,seatbelt violation,False,very high,64
841543,2012-01-09_01:32:00,-26.1587016,27.978427200000027,34.2703644714075,54.0,medium,female,2b7a7efb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,True,False,consent,moving traffic violation,True,very high,92
839949,2010-01-09_00:40:00,-26.205384799999997,27.978044000000025,44.23016474629957,57.0,medium,male,82f2e31c2b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,very high,72
1710118,2013-03-31_02:34:00,-26.171104899999996,27.947920200000027,25.7659498918217,24.0,tall,female,82f2e31c2b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,very high,73
589690,2012-01-02_01:22:00,-26.162414300000002,27.967801400000027,23.199020905846446,31.0,medium,male,2b7a7efb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,True,True,consent,moving traffic violation,False,very high,83
1370655,2016-02-16_17:09:00,-26.185283499999997,27.979930700000025,42.22955035742833,27.0,medium,male,b3d18aa8ec,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,very high,81
2307636,2016-06-18_00:19:00,-26.16517379999999,27.962022500000003,32.24334652803485,47.0,tall,female,82f2e31c2b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,very high,72
684629,2011-12-04_00:49:00,-26.208941299999992,27.965272500000026,31.56824854631554,24.0,tall,female,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,69
548493,2011-12-14_02:28:00,-26.15954579999999,27.96152730000003,24.805868764866375,25.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,True,very high,61
337607,2013-11-22_00:50:00,-26.208941299999992,27.965272500000026,22.29592667200051,25.0,short,male,6f0e6c9ea2,vehicular,moving traffic violation,False,True,False,citation,False,False,False,True,True,True,False,consent,moving traffic violation,False,very high,85
463938,2010-01-18_00:18:00,-26.171104899999996,27.947920200000027,25.963386186843344,18.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,70
2134915,2015-05-25_01:06:00,-26.171104899999996,27.947920200000027,23.351365295652165,55.0,medium,male,82f2e31c2b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,very high,69
1899670,2013-04-24_02:52:00,-26.162663799999997,27.965148200000044,22.87981807439479,26.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,very high,60
2487946,2016-07-12_21:41:00,-26.184469199999995,27.97745520000001,19.690754463962584,41.0,medium,female,b3d18aa8ec,vehicular,seatbelt violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,seatbelt violation,False,very high,83
1536483,2013-03-11_14:16:00,-26.895781,17.322176600000006,28.599379002704755,32.0,medium,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,False,True,consent,moving traffic violation,True,low,63
2748309,2012-08-20_16:30:00,-26.895781,17.322176600000006,30.01950846041245,41.0,tall,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,True,True,False,False,True,True,True,consent,moving traffic violation,False,low,98
249183,2013-11-12_13:40:00,-26.895781,17.322176600000006,39.849947350939125,44.0,tall,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,low,58
1512268,2012-02-08_13:29:00,-26.895781,17.322176600000006,45.620089150442816,52.0,medium,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,False,True,consent,moving traffic violation,False,low,62
178118,2012-10-05_14:40:00,-26.895781,17.322176600000006,24.99038021399746,59.0,tall,female,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,low,62
800558,2013-01-04_09:45:00,-26.895781,17.322176600000006,21.68830153782248,24.0,medium,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,True,True,consent,moving traffic violation,False,low,62
2488304,2010-07-13_14:00:00,-26.895781,17.322176600000006,23.630684434035246,30.0,short,male,9d1e57a193,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,consent,vehicle equipment violation,False,low,59
1773849,2014-04-10_11:15:00,-26.895781,17.322176600000006,25.11010223394288,60.0,medium,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,True,True,consent,moving traffic violation,False,low,68
834102,2013-01-08_12:45:00,-26.895781,17.322176600000006,40.88551883781447,61.0,tall,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,True,True,False,False,True,False,True,consent,moving traffic violation,False,low,97
2325317,2012-06-21_10:52:00,-26.895781,17.322176600000006,15.348092720922661,33.0,short,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,True,True,consent,moving traffic violation,False,low,65
2508263,2010-07-16_10:24:00,-26.895781,17.322176600000006,35.32744161710807,26.0,medium,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,True,True,consent,moving traffic violation,False,low,66
1891049,2013-04-23_13:00:00,-26.895781,17.322176600000006,29.478333627063922,34.0,medium,female,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,low,65
3004913,2012-09-25_11:00:00,-26.895781,17.322176600000006,16.741185136488138,20.0,short,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,True,True,False,True,True,True,True,plain view,moving traffic violation,False,low,95
2699657,2012-08-13_13:51:00,-26.895781,17.322176600000006,19.267148125948513,34.0,medium,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,probable cause,moving traffic violation,False,low,61
1857860,2012-04-20_10:50:00,-26.895781,17.322176600000006,29.24144767571007,67.0,medium,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,low,58
1738703,2012-03-06_13:43:00,-26.895781,17.322176600000006,31.283146988860672,28.0,short,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,True,True,False,False,True,True,True,consent,moving traffic violation,False,low,86
50134,2012-10-16_09:55:00,-26.895781,17.322176600000006,27.175407561401098,45.0,medium,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,True,True,consent,moving traffic violation,False,low,67
157872,2012-10-31_09:16:00,-26.895781,17.322176600000006,21.996806816992795,30.0,short,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,True,True,consent,moving traffic violation,False,low,55
2762125,2012-08-02_10:46:00,-26.895781,17.322176600000006,16.70348297433504,58.0,tall,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,True,True,False,False,True,False,True,consent,moving traffic violation,False,low,74
123626,2012-10-26_10:27:00,-26.895781,17.322176600000006,26.04972473218033,38.0,medium,male,9d1e57a193,vehicular,moving traffic violation,True,False,True,arrest,True,False,False,True,True,True,True,probable cause,moving traffic violation,False,low,66
3026976,2012-09-28_08:28:00,-26.895781,17.322176600000006,23.806485766497723,55.0,tall,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,True,True,consent,moving traffic violation,False,low,60
1461675,2012-02-28_15:00:00,-26.895781,17.322176600000006,29.1299151679705,32.0,tall,male,9d1e57a193,vehicular,moving traffic violation,True,False,True,arrest,True,True,False,True,True,True,True,probable cause,moving traffic violation,False,low,80
